1000000	冬日双人餐	1	103茶餐厅
1000001	单人豪华餐	1	103茶餐厅
1000002	双人欢享套餐	1	103茶餐厅
1000003	冬日双人餐	1	蔡馬洪涛烤肉·老北京铜锅涮羊肉
1000004	单人豪华餐	1	蔡馬洪涛烤肉·老北京铜锅涮羊肉
1000005	双人欢享套餐	1	蔡馬洪涛烤肉·老北京铜锅涮羊肉
1000006	冬日双人餐	1	新白鹿餐厅(运河上街店)
1000007	单人豪华餐	1	新白鹿餐厅(运河上街店)
1000008	双人欢享套餐	1	新白鹿餐厅(运河上街店)
1000009	冬日双人餐	1	Mamala(杭州远洋乐堤港店)
1000010	单人豪华餐	1	Mamala(杭州远洋乐堤港店)
1000011	双人欢享套餐	1	Mamala(杭州远洋乐堤港店)
1000012	冬日双人餐	1	海底捞火锅(水晶城购物中心店）
1000013	单人豪华餐	1	海底捞火锅(水晶城购物中心店）
1000014	双人欢享套餐	1	海底捞火锅(水晶城购物中心店）
1000015	冬日双人餐	1	幸福里老北京涮锅（丝联店）
1000016	单人豪华餐	1	幸福里老北京涮锅（丝联店）
1000017	双人欢享套餐	1	幸福里老北京涮锅（丝联店）
1000018	冬日双人餐	1	炉鱼(拱墅万达广场店)
1000019	单人豪华餐	1	炉鱼(拱墅万达广场店)
1000020	双人欢享套餐	1	炉鱼(拱墅万达广场店)
1000021	冬日双人餐	1	浅草屋寿司（运河上街店）
1000022	单人豪华餐	1	浅草屋寿司（运河上街店）
1000023	双人欢享套餐	1	浅草屋寿司（运河上街店）
1000024	冬日双人餐	1	羊老三羊蝎子牛仔排北派炭火锅(运河上街店)
1000025	单人豪华餐	1	羊老三羊蝎子牛仔排北派炭火锅(运河上街店)
1000026	双人欢享套餐	1	羊老三羊蝎子牛仔排北派炭火锅(运河上街店)
1000027	欢唱3小时套餐	2	开乐迪KTV（运河上街店）
1000028	欢唱4小时豪华套餐	2	开乐迪KTV（运河上街店）
1000029	欢唱3小时套餐	2	INLOVE KTV(水晶城店)
1000030	欢唱4小时豪华套餐	2	INLOVE KTV(水晶城店)
1000031	欢唱3小时套餐	2	魅(杭州远洋乐堤港店)
1000032	欢唱4小时豪华套餐	2	魅(杭州远洋乐堤港店)
1000033	欢唱3小时套餐	2	讴K拉量贩KTV(北城天地店)
1000034	欢唱4小时豪华套餐	2	讴K拉量贩KTV(北城天地店)
1000035	欢唱3小时套餐	2	星聚会KTV(拱墅区万达店)
1000036	欢唱4小时豪华套餐	2	星聚会KTV(拱墅区万达店)
1000037	冬日双人餐	1	星巴克(杭州宸融大厦店)
1000038	单人豪华餐	1	星巴克(杭州宸融大厦店)
1000039	双人欢享套餐	1	星巴克(杭州宸融大厦店)
1000040	冬日双人餐	1	星巴克沿街取餐点(杭州宸融大厦店)
1000041	单人豪华餐	1	星巴克沿街取餐点(杭州宸融大厦店)
1000042	双人欢享套餐	1	星巴克沿街取餐点(杭州宸融大厦店)
1000043	冬日双人餐	1	march&munch轻食咖啡
1000044	单人豪华餐	1	march&munch轻食咖啡
1000045	双人欢享套餐	1	march&munch轻食咖啡
1000046	冬日双人餐	1	老太婆水饺(崇盛里店)
1000047	单人豪华餐	1	老太婆水饺(崇盛里店)
1000048	双人欢享套餐	1	老太婆水饺(崇盛里店)
1000049	冬日双人餐	1	贵州米粉
1000050	单人豪华餐	1	贵州米粉
1000051	双人欢享套餐	1	贵州米粉
1000052	冬日双人餐	1	和善园(宸融大厦店)
1000053	单人豪华餐	1	和善园(宸融大厦店)
1000054	双人欢享套餐	1	和善园(宸融大厦店)
1000055	冬日双人餐	1	沙县小吃(宸融大厦店)
1000056	单人豪华餐	1	沙县小吃(宸融大厦店)
1000057	双人欢享套餐	1	沙县小吃(宸融大厦店)
1000058	冬日双人餐	1	周素珍馄饨店(宸融大厦店)
1000059	单人豪华餐	1	周素珍馄饨店(宸融大厦店)
1000060	双人欢享套餐	1	周素珍馄饨店(宸融大厦店)
1000061	冬日双人餐	1	犟宴江南
1000062	单人豪华餐	1	犟宴江南
1000063	双人欢享套餐	1	犟宴江南
1000064	冬日双人餐	1	张正发茶餐厅(宸融大厦店)
1000065	单人豪华餐	1	张正发茶餐厅(宸融大厦店)
1000066	双人欢享套餐	1	张正发茶餐厅(宸融大厦店)
1000067	冬日双人餐	1	兰州牛肉拉面
1000068	单人豪华餐	1	兰州牛肉拉面
1000069	双人欢享套餐	1	兰州牛肉拉面
1000070	冬日双人餐	1	望宸食府(宸融大厦店)
1000071	单人豪华餐	1	望宸食府(宸融大厦店)
1000072	双人欢享套餐	1	望宸食府(宸融大厦店)
1000073	冬日双人餐	1	淮南牛肉汤(宸麟路店)
1000074	单人豪华餐	1	淮南牛肉汤(宸麟路店)
1000075	双人欢享套餐	1	淮南牛肉汤(宸麟路店)
1000076	冬日双人餐	1	就这家棋牌会所
1000077	单人豪华餐	1	就这家棋牌会所
1000078	双人欢享套餐	1	就这家棋牌会所
1000079	冬日双人餐	1	OVENSTAR欧文酵室(拱墅区金麟府店)
1000080	单人豪华餐	1	OVENSTAR欧文酵室(拱墅区金麟府店)
1000081	双人欢享套餐	1	OVENSTAR欧文酵室(拱墅区金麟府店)
1000082	欢唱3小时套餐	2	唐朝荟
1000083	欢唱4小时豪华套餐	2	唐朝荟
1000084	欢唱3小时套餐	2	开乐迪ktv(运河上街购物中心西区店)
1000085	欢唱4小时豪华套餐	2	开乐迪ktv(运河上街购物中心西区店)
1000086	欢唱3小时套餐	2	新明珠大酒店(杭州远洋乐堤港店)
1000087	欢唱4小时豪华套餐	2	新明珠大酒店(杭州远洋乐堤港店)
1000088	欢唱3小时套餐	2	唱吧麦颂KTV(杭州天阳D32店)
1000089	欢唱4小时豪华套餐	2	唱吧麦颂KTV(杭州天阳D32店)
1000090	欢唱3小时套餐	2	星河汇商务公馆
1000091	欢唱4小时豪华套餐	2	星河汇商务公馆
1000092	欢唱3小时套餐	2	时代Show
1000093	欢唱4小时豪华套餐	2	时代Show
1000094	欢唱3小时套餐	2	魅KTV·AI辅唱(万融城店)
1000095	欢唱4小时豪华套餐	2	魅KTV·AI辅唱(万融城店)
1000096	欢唱3小时套餐	2	魅KTV·AI辅唱(远洋乐堤港店)
1000097	欢唱4小时豪华套餐	2	魅KTV·AI辅唱(远洋乐堤港店)
1000098	欢唱3小时套餐	2	INLOVE KTV(水晶城购物中心店)
1000099	欢唱4小时豪华套餐	2	INLOVE KTV(水晶城购物中心店)
1000100	欢唱3小时套餐	2	罗密欧量贩KTV(崇安中心店)
1000101	欢唱4小时豪华套餐	2	罗密欧量贩KTV(崇安中心店)
1000102	欢唱3小时套餐	2	合鼎荟KTV(兰埔店)
1000103	欢唱4小时豪华套餐	2	合鼎荟KTV(兰埔店)
1000104	欢唱3小时套餐	2	花漾(万达广场店)
1000105	欢唱4小时豪华套餐	2	花漾(万达广场店)
1000106	欢唱3小时套餐	2	魅KTV·AI辅唱(中大银泰城店)
1000107	欢唱4小时豪华套餐	2	魅KTV·AI辅唱(中大银泰城店)
1000108	欢唱3小时套餐	2	凯富国际娱乐KTV(香积寺路店)
1000109	欢唱4小时豪华套餐	2	凯富国际娱乐KTV(香积寺路店)
1000110	欢唱3小时套餐	2	星聚会KTV(大悦城店)
1000111	欢唱4小时豪华套餐	2	星聚会KTV(大悦城店)
1000112	洗剪吹套餐	3	韵动高尔夫·24小时自助球馆
1000113	烫发+护理套餐	3	韵动高尔夫·24小时自助球馆
1000114	洗剪吹套餐	3	HIO·高仕汇高尔夫俱乐部
1000115	烫发+护理套餐	3	HIO·高仕汇高尔夫俱乐部
1000116	洗剪吹套餐	3	情艺国际美容美发(蚕花园·永和坊南区店)
1000117	烫发+护理套餐	3	情艺国际美容美发(蚕花园·永和坊南区店)
1000118	洗剪吹套餐	3	阿婷美容美发(崇盛里店)
1000119	烫发+护理套餐	3	阿婷美容美发(崇盛里店)
1000120	洗剪吹套餐	3	名剪造型烫染专业店(运河上街店)
1000121	烫发+护理套餐	3	名剪造型烫染专业店(运河上街店)
1000122	洗剪吹套餐	3	吉野男士发型设计(浙大城市学院店)
1000123	烫发+护理套餐	3	吉野男士发型设计(浙大城市学院店)
1000124	洗剪吹套餐	3	蓝天发型(拱宸新苑店)
1000125	烫发+护理套餐	3	蓝天发型(拱宸新苑店)
1000126	洗剪吹套餐	3	一木工作室(大家绿城·金麟府店)
1000127	烫发+护理套餐	3	一木工作室(大家绿城·金麟府店)
1000128	洗剪吹套餐	3	燕子发屋(拱宸新苑店)
1000129	烫发+护理套餐	3	燕子发屋(拱宸新苑店)
1000130	洗剪吹套餐	3	好彩头造型(定海园店)
1000131	烫发+护理套餐	3	好彩头造型(定海园店)
1000132	洗剪吹套餐	3	名剪造型·形象定制(运河广场店)
1000133	烫发+护理套餐	3	名剪造型·形象定制(运河广场店)
1000134	洗剪吹套餐	3	小线人烫染接发店
1000135	烫发+护理套餐	3	小线人烫染接发店
1000136	洗剪吹套餐	3	万家理发室(蚕花园永和坊北区店)
1000137	烫发+护理套餐	3	万家理发室(蚕花园永和坊北区店)
1000138	洗剪吹套餐	3	新杭剪(崇庆里店)
1000139	烫发+护理套餐	3	新杭剪(崇庆里店)
1000140	洗剪吹套餐	3	新形象(温州路店)
1000141	烫发+护理套餐	3	新形象(温州路店)
1000142	单次体验卡	4	Kings homebar小酒馆
1000143	健身月卡	4	Kings homebar小酒馆
1000144	单次体验卡	4	豆粒时光手作·拼豆
1000145	健身月卡	4	豆粒时光手作·拼豆
1000146	单次体验卡	4	来都来了造物社·拼豆
1000147	健身月卡	4	来都来了造物社·拼豆
1000148	单次体验卡	4	丸戊手工DIY研究所·银饰·调香·水晶定制(运河上街购物中心东区店)
1000149	健身月卡	4	丸戊手工DIY研究所·银饰·调香·水晶定制(运河上街购物中心东区店)
1000150	单次体验卡	4	马卡龙乐园(运河上街购物中心东区店)
1000151	健身月卡	4	马卡龙乐园(运河上街购物中心东区店)
1000152	单次体验卡	4	宝贝都家庭儿童乐园(运河上街店)
1000153	健身月卡	4	宝贝都家庭儿童乐园(运河上街店)
1000154	单次体验卡	4	星乐美童游乐园(运河上街购物中心东区店)
1000155	健身月卡	4	星乐美童游乐园(运河上街购物中心东区店)
1000156	单次体验卡	4	舞动天琦(运河上街购物中心西区店)
1000157	健身月卡	4	舞动天琦(运河上街购物中心西区店)
1000158	单次体验卡	4	浙大城市学院南校区学生活动中心
1000159	健身月卡	4	浙大城市学院南校区学生活动中心
1000160	单次体验卡	4	1DUN弢光·烧玻璃·漆扇·手工diy·团建·定制
1000161	健身月卡	4	1DUN弢光·烧玻璃·漆扇·手工diy·团建·定制
1000162	单次体验卡	4	骆驼穿针手工体验与茶饮空间
1000163	健身月卡	4	骆驼穿针手工体验与茶饮空间
1000164	单次体验卡	4	摇滚跃
1000165	健身月卡	4	摇滚跃
1000166	单次体验卡	4	会友中老年活动室
1000167	健身月卡	4	会友中老年活动室
1000168	单次体验卡	4	微景四季·DIY·团建
1000169	健身月卡	4	微景四季·DIY·团建
1000170	单次体验卡	4	玉湖果园
1000171	健身月卡	4	玉湖果园
1000172	足疗60分钟	5	百姿足浴(金都·清宸公寓店)
1000173	全身按摩套餐	5	百姿足浴(金都·清宸公寓店)
1000174	足疗60分钟	5	富泉影院式足道·SPA(艺龙酒店店)
1000175	全身按摩套餐	5	富泉影院式足道·SPA(艺龙酒店店)
1000176	足疗60分钟	5	锦仙宫足道
1000177	全身按摩套餐	5	锦仙宫足道
1000178	足疗60分钟	5	朴正堂道家理疗工作室
1000179	全身按摩套餐	5	朴正堂道家理疗工作室
1000180	足疗60分钟	5	心心推拿·足疗·按摩(崇庆里店)
1000181	全身按摩套餐	5	心心推拿·足疗·按摩(崇庆里店)
1000182	足疗60分钟	5	梁济春中医·疼痛专科·针灸·推拿·正骨
1000183	全身按摩套餐	5	梁济春中医·疼痛专科·针灸·推拿·正骨
1000184	足疗60分钟	5	藏式特色头疗
1000185	全身按摩套餐	5	藏式特色头疗
1000186	足疗60分钟	5	旭康盲人推拿按摩连锁店(温州路店)
1000187	全身按摩套餐	5	旭康盲人推拿按摩连锁店(温州路店)
1000188	足疗60分钟	5	足行健(永庆路店)
1000189	全身按摩套餐	5	足行健(永庆路店)
1000190	足疗60分钟	5	禾禧养生
1000191	全身按摩套餐	5	禾禧养生
1000192	足疗60分钟	5	人河足道(运河店)
1000193	全身按摩套餐	5	人河足道(运河店)
1000194	足疗60分钟	5	坤元堂健康管理
1000195	全身按摩套餐	5	坤元堂健康管理
1000196	足疗60分钟	5	功夫肩颈米粒优美美容(永庆路店)
1000197	全身按摩套餐	5	功夫肩颈米粒优美美容(永庆路店)
1000198	足疗60分钟	5	国祥盲人推拿(永庆路店)
1000199	全身按摩套餐	5	国祥盲人推拿(永庆路店)
1000200	足疗60分钟	5	昕之康经络养生馆
1000201	全身按摩套餐	5	昕之康经络养生馆
1000202	面部深层护理	6	韵动高尔夫·24小时自助球馆
1000203	全身SPA套餐	6	韵动高尔夫·24小时自助球馆
1000204	面部深层护理	6	HIO·高仕汇高尔夫俱乐部
1000205	全身SPA套餐	6	HIO·高仕汇高尔夫俱乐部
1000206	面部深层护理	6	富泉影院式足道·SPA(艺龙酒店店)
1000207	全身SPA套餐	6	富泉影院式足道·SPA(艺龙酒店店)
1000208	面部深层护理	6	耳里扒扒采耳馆(运河上街店)
1000209	全身SPA套餐	6	耳里扒扒采耳馆(运河上街店)
1000210	面部深层护理	6	御鸿轩精油SPA.推拿.足道养生馆(瓜山店)
1000211	全身SPA套餐	6	御鸿轩精油SPA.推拿.足道养生馆(瓜山店)
1000212	面部深层护理	6	愈小悦SPA
1000213	全身SPA套餐	6	愈小悦SPA
1000214	面部深层护理	6	云境庭·影院足道·顶奢SPA
1000215	全身SPA套餐	6	云境庭·影院足道·顶奢SPA
1000216	面部深层护理	6	梵云荟影院足道·SPA
1000217	全身SPA套餐	6	梵云荟影院足道·SPA
1000218	面部深层护理	6	芸瑶养生SPA馆(杭州总店)
1000219	全身SPA套餐	6	芸瑶养生SPA馆(杭州总店)
1000220	面部深层护理	6	悦江南·影院式足道SPA(运河上城店)
1000221	全身SPA套餐	6	悦江南·影院式足道SPA(运河上城店)
1000222	面部深层护理	6	逸江南影院式足道·SPA
1000223	全身SPA套餐	6	逸江南影院式足道·SPA
1000224	面部深层护理	6	源SPA美容(桥弄街店)
1000225	全身SPA套餐	6	源SPA美容(桥弄街店)
1000226	面部深层护理	6	乾卿宫足道SPA简餐茶道
1000227	全身SPA套餐	6	乾卿宫足道SPA简餐茶道
1000228	面部深层护理	6	潇香轻奢日式·SPA
1000229	全身SPA套餐	6	潇香轻奢日式·SPA
1000230	面部深层护理	6	彼岸SPA
1000231	全身SPA套餐	6	彼岸SPA
1000232	亲子畅玩2小时	7	拱宸社区阳光老人家
1000233	亲子全天通票	7	拱宸社区阳光老人家
1000234	亲子畅玩2小时	7	阳光老人家
1000235	亲子全天通票	7	阳光老人家
1000236	亲子畅玩2小时	7	瓜山老年公寓新7号楼
1000237	亲子全天通票	7	瓜山老年公寓新7号楼
1000238	亲子畅玩2小时	7	康居康养中心
1000239	亲子全天通票	7	康居康养中心
1000240	亲子畅玩2小时	7	登云路社区居家养老服务照料中心
1000241	亲子全天通票	7	登云路社区居家养老服务照料中心
1000242	亲子畅玩2小时	7	杭州市拱墅区老人公寓
1000243	亲子全天通票	7	杭州市拱墅区老人公寓
1000244	亲子畅玩2小时	7	杭州拱墅和睦护理院
1000245	亲子全天通票	7	杭州拱墅和睦护理院
1000246	亲子畅玩2小时	7	杭州和睦老人公寓
1000247	亲子全天通票	7	杭州和睦老人公寓
1000248	亲子畅玩2小时	7	沈塘湾老年公寓
1000249	亲子全天通票	7	沈塘湾老年公寓
1000250	亲子畅玩2小时	7	上塘街道阳光老人家
1000251	亲子全天通票	7	上塘街道阳光老人家
1000252	亲子畅玩2小时	7	朗诗常青藤养老机构(上塘站)
1000253	亲子全天通票	7	朗诗常青藤养老机构(上塘站)
1000254	亲子畅玩2小时	7	善贤社区阳光老人家助餐点
1000255	亲子全天通票	7	善贤社区阳光老人家助餐点
1000256	亲子畅玩2小时	7	拱墅区上塘街道善贤社区阳光老人家
1000257	亲子全天通票	7	拱墅区上塘街道善贤社区阳光老人家
1000258	亲子畅玩2小时	7	杭州福康护理院
1000259	亲子全天通票	7	杭州福康护理院
1000260	亲子畅玩2小时	7	杭州市社会福利中心
1000261	亲子全天通票	7	杭州市社会福利中心
1000262	精酿畅饮套餐	8	唐朝荟
1000263	双人微醺套餐	8	唐朝荟
1000264	精酿畅饮套餐	8	杭州市拱墅区宸融棋牌室(宸融大厦店)
1000265	双人微醺套餐	8	杭州市拱墅区宸融棋牌室(宸融大厦店)
1000266	精酿畅饮套餐	8	太阳隼穿越机飞行空间
1000267	双人微醺套餐	8	太阳隼穿越机飞行空间
1000268	精酿畅饮套餐	8	金麟府会所
1000269	双人微醺套餐	8	金麟府会所
1000270	精酿畅饮套餐	8	晶晶棋牌(上塘路店)
1000271	双人微醺套餐	8	晶晶棋牌(上塘路店)
1000272	精酿畅饮套餐	8	仙雀会
1000273	双人微醺套餐	8	仙雀会
1000274	精酿畅饮套餐	8	杰拉电竞•网咖(杭州拱墅区宸融大厦店)
1000275	双人微醺套餐	8	杰拉电竞•网咖(杭州拱墅区宸融大厦店)
1000276	精酿畅饮套餐	8	望宸棋牌室
1000277	双人微醺套餐	8	望宸棋牌室
1000278	精酿畅饮套餐	8	小方棋牌(老年活动中心)
1000279	双人微醺套餐	8	小方棋牌(老年活动中心)
1000280	精酿畅饮套餐	8	BAR SHAKE Whisky·Cocktail
1000281	双人微醺套餐	8	BAR SHAKE Whisky·Cocktail
1000282	精酿畅饮套餐	8	草窝棋牌室
1000283	双人微醺套餐	8	草窝棋牌室
1000284	精酿畅饮套餐	8	福临棋牌
1000285	双人微醺套餐	8	福临棋牌
1000286	精酿畅饮套餐	8	蜂巢柜
1000287	双人微醺套餐	8	蜂巢柜
1000288	精酿畅饮套餐	8	普金棋牌
1000289	双人微醺套餐	8	普金棋牌
1000290	精酿畅饮套餐	8	平平棋牌室
1000291	双人微醺套餐	8	平平棋牌室
1000292	包场4小时	9	拱宸社区阳光老人家
1000293	包场8小时豪华套餐	9	拱宸社区阳光老人家
1000294	包场4小时	9	阳光老人家
1000295	包场8小时豪华套餐	9	阳光老人家
1000296	包场4小时	9	瓜山老年公寓新7号楼
1000297	包场8小时豪华套餐	9	瓜山老年公寓新7号楼
1000298	包场4小时	9	康居康养中心
1000299	包场8小时豪华套餐	9	康居康养中心
1000300	包场4小时	9	登云路社区居家养老服务照料中心
1000301	包场8小时豪华套餐	9	登云路社区居家养老服务照料中心
1000302	包场4小时	9	杭州市拱墅区老人公寓
1000303	包场8小时豪华套餐	9	杭州市拱墅区老人公寓
1000304	包场4小时	9	杭州拱墅和睦护理院
1000305	包场8小时豪华套餐	9	杭州拱墅和睦护理院
1000306	包场4小时	9	杭州和睦老人公寓
1000307	包场8小时豪华套餐	9	杭州和睦老人公寓
1000308	包场4小时	9	沈塘湾老年公寓
1000309	包场8小时豪华套餐	9	沈塘湾老年公寓
1000310	包场4小时	9	上塘街道阳光老人家
1000311	包场8小时豪华套餐	9	上塘街道阳光老人家
1000312	包场4小时	9	朗诗常青藤养老机构(上塘站)
1000313	包场8小时豪华套餐	9	朗诗常青藤养老机构(上塘站)
1000314	包场4小时	9	善贤社区阳光老人家助餐点
1000315	包场8小时豪华套餐	9	善贤社区阳光老人家助餐点
1000316	包场4小时	9	拱墅区上塘街道善贤社区阳光老人家
1000317	包场8小时豪华套餐	9	拱墅区上塘街道善贤社区阳光老人家
1000318	包场4小时	9	杭州福康护理院
1000319	包场8小时豪华套餐	9	杭州福康护理院
1000320	包场4小时	9	杭州市社会福利中心
1000321	包场8小时豪华套餐	9	杭州市社会福利中心
1000322	基础单色美甲	10	韵动高尔夫·24小时自助球馆
1000323	美甲+美睫套餐	10	韵动高尔夫·24小时自助球馆
1000324	基础单色美甲	10	HIO·高仕汇高尔夫俱乐部
